"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-19","4.92",,"2.13","0.0","0.0","65","76","58","  300","  300","25.1","31.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-20","10.29",,"1.28","0.0","0.0","69","80","62","  290","  290","23.9","36.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-21","8.05",,"0.00","0.0","0.0","69","84","55","  270","  270","23.0","28.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-22","8.05",,"0.00","0.0","0.0","67","76","53","  120","  100","17.0","21.9",,,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-23","10.74",,"3.23","0.0","0.0","69","78","62","  350","  160","25.9","33.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-24","8.72",,"0.31","0.0","0.0","71","83","63","  270","  270","21.0","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-25","7.61",,"0.00","0.0","0.0","71","84","59","  170","  170","19.9","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-26","12.53",,"0.00","0.0","0.0","73","82","62","  270","  300","25.1","31.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-27","8.05",,"0.00","0.0","0.0","66","78","54","  330","  310","21.0","27.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-28","6.71",,"0.00","0.0","0.0","66","81","52","  170","  160","19.9","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-29","16.33",,"0.00","0.0","0.0","72","83","63","  160","  170","30.0","38.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-04-30","13.20",,"0.07","0.0","0.0","72","79","56","  280","  280","23.9","34.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-01","10.51",,"0.00","0.0","0.0","65","79","54","  300","  270","25.9","35.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-02","5.82",,"0.00","0.0","0.0","67","82","52","  120","   90","16.1","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-03","7.83",,"0.00","0.0","0.0","74","90","60","  260","  240","15.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-04","8.05",,"0.00","0.0","0.0","78","92","65","  250","  250","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-05","9.17",,"0.00","0.0","0.0","78","91","66","  250","  270","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-06","13.42",,"0.00","0.0","0.0","77","83","62","  330","  330","25.9","33.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-07","8.50",,"0.00","0.0","0.0","65","73","52","  330","  320","18.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-08","8.72",,"0.00","0.0","0.0","64","80","50","  160","  160","21.9","28.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-09","7.38",,"0.00","0.0","0.0","68","75","56","   10","   10","21.0","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-10","6.26",,"0.00","0.0","0.0","64","75","52","  100","  110","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-11","9.62",,"0.00","0.0","0.0","68","82","56","  280","  330","21.9","29.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-12","6.71",,"0.00","0.0","0.0","63","75","48","   50","   40","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-13","6.93",,"0.00","0.0","0.0","66","81","52","  110","  110","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-14","7.38",,"0.00","0.0","0.0","71","82","59","  110","  120","18.1","27.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-15","7.61",,"0.00","0.0","0.0","73","84","62","   90","  100","17.0","21.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-16","8.95",,"0.00","0.0","0.0","75","87","63","  100","   80","19.9","25.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-17","6.93",,"0.00","0.0","0.0","76","91","66","  130","   40","14.1","19.9","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-18","7.61",,"0.00","0.0","0.0","77","88","69","  160","  170","21.0","25.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-19","8.50",,"0.00","0.0","0.0","78","87","70","  160","  220","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-20","5.59",,"1.27","0.0","0.0","74","81","67","  120","  120","21.9","23.9","    1","    1","    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-21","5.14",,"0.00","0.0","0.0","74","83","67","  280","  270","15.0","23.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-22","5.59",,"0.23","0.0","0.0","79","92","70","  270","  270","31.1","38.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-23","5.59",,"0.09","0.0","0.0","79","94","68","  180","  160","15.0","17.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-24","4.70",,"0.00","0.0","0.0","81","92","71","  110","  160","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-25","11.63",,"0.00","0.0","0.0","79","86","74","  100","  100","23.0","28.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-26","9.84",,"0.68","0.0","0.0","76","79","73","   60","   70","19.9","25.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-27","7.16",,"0.00","0.0","0.0","76","84","72","  340","   30","13.0","16.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-28","6.71",,"0.00","0.0","0.0","81","91","74","  180","  180","15.0","18.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-29","7.61",,"0.02","0.0","0.0","81","90","75","  170","  170","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-30","5.37",,"0.00","0.0","0.0","79","90","72","  300","  310","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-05-31","7.38",,"0.00","0.0","0.0","81","94","73","  100","  100","18.1","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-01","10.51",,"0.00","0.0","0.0","78","85","66","  120","  120","21.0","32.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-02","6.04",,"0.00","0.0","0.0","75","85","64","  160","  150","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-03","5.82",,"0.00","0.0","0.0","76","88","65","  180","  170","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-04","7.38",,"0.01","0.0","0.0","75","80","71","  160","  160","19.9","23.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-05","7.61",,"0.00","0.0","0.0","80","91","72","  200","  220","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-06","8.72",,"0.00","0.0","0.0","82","89","75","  230","  220","17.0","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-07","5.59",,"0.00","0.0","0.0","79","84","75","  170","  170","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-08","3.80",,"1.25","0.0","0.0","79","88","75","  280","  270","25.1","36.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-09","3.80",,"0.03","0.0","0.0","81","95","73","  180","  180","21.9","28.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-10","7.83",,"0.00","0.0","0.0","81","92","74","  190","  190","19.9","25.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-11","6.71",,"0.00","0.0","0.0","83","92","75","  150","   60","19.9","23.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-12","6.26",,"0.68","0.0","0.0","79","87","73","   90","   80","21.9","28.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-13","8.95",,"0.00","0.0","0.0","78","88","70","   40","   40","17.0","21.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-14","10.29",,"0.00","0.0","0.0","76","87","66","   30","   30","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-15","12.30",,"0.00","0.0","0.0","74","80","67","   30","   30","21.0","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-16","10.74",,"0.00","0.0","0.0","69","77","65","  350","  340","17.0","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-17","6.93",,"0.00","0.0","0.0","69","78","63","  340","  340","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-18","6.49",,"0.00","0.0","0.0","76","87","66","   90","  110","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-19","5.37",,"0.12","0.0","0.0","79","92","70","  100","   90","21.0","25.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-20","4.03",,"0.00","0.0","0.0","79","92","68","  150","  190","17.0","21.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-21","5.59",,"0.00","0.0","0.0","81","95","71","  230","  160","21.0","28.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-22","6.26",,"0.00","0.0","0.0","84","95","74","  180","  190","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-23","9.40",,"2.48","0.0","0.0","83","92","75","  130","  240","31.1","53.9","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-24","8.28",,"0.00","0.0","0.0","81","93","74","  280","  280","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-25","10.29",,"0.00","0.0","0.0","81","89","74","  270","  280","23.0","25.9",,,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-26","7.83",,"0.00","0.0","0.0","83","94","73","  260","  260","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-27","7.61",,"0.25","0.0","0.0","84","94","74","  240","  290","18.1","23.0","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-28","7.16",,"0.00","0.0","0.0","83","96","75","  260","  220","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-29","8.50",,"0.00","0.0","0.0","88","98","78","  280","  280","21.0","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-06-30","9.84",,"0.00","0.0","0.0","87","99","78","  230","  230","35.1","45.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-01","8.95",,"0.00","0.0","0.0","83","96","76","  290","  290","21.9","28.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-02","6.26",,"0.14","0.0","0.0","80","93","73","   80","   80","19.9","23.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-03","5.59",,"0.00","0.0","0.0","82","91","73","  160","  110","15.0","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-04","5.37",,"0.00","0.0","0.0","83","92","73","  130","  140","15.0","21.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-05","6.04",,"0.96","0.0","0.0","81","89","73","  150","  150","23.0","25.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-06","5.37",,"0.32","0.0","0.0","80","87","76","  180","  180","21.0","30.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-07","7.16",,"0.05","0.0","0.0","80","88","77","  200","  200","19.9","23.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-08","8.05",,"0.00","0.0","0.0","81","91","76","  300","  310","17.0","21.0","    1",,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-09","4.92",,"0.13","0.0","0.0","83","94","76","  180","  340","14.1","17.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-10","5.82",,"0.00","0.0","0.0","85","97","76","  180","  180","15.0","16.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-11","4.92",,"0.00","0.0","0.0","87","98","77","  250","  240","14.1","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-12","4.70",,"0.00","0.0","0.0","87","96","76","  280","  280","13.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-13","7.16",,"0.00","0.0","0.0","86","96","77","  280","  270","16.1","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-14","6.71",,"0.00","0.0","0.0","87","99","75","  250","  270","14.1","18.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-15","5.82",,"0.00","0.0","0.0","87","98","77","  130","  130","15.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-16","6.49",,"0.00","0.0","0.0","86","95","77","   90","  120","15.0","19.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-17","5.82",,"0.00","0.0","0.0","86","96","77","  100","  110","16.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-18","4.92",,"0.00","0.0","0.0","84","94","75","  130","  150","15.0","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-19","5.37",,"0.00","0.0","0.0","85","97","75","  160","  140","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-20","6.49",,"0.00","0.0","0.0","86","96","77","  170","  160","19.9","21.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-21","6.04",,"0.00","0.0","0.0","86","96","76","  180","  150","17.0","23.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-22","4.92",,"0.01","0.0","0.0","85","94","76","  170","  170","18.1","21.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-23","6.71",,"0.00","0.0","0.0","85","95","76","  140","  130","18.1","23.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-24","3.80",,"0.62","0.0","0.0","83","92","76","  120","  120","17.0","21.0","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-25","2.68",,"1.35","0.0","0.0","81","93","74","   70","   80","23.9","38.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-26","4.92",,"0.03","0.0","0.0","80","92","73","  110","  100","15.0","18.1",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-27","7.61",,"0.00","0.0","0.0","84","95","76","  170","  180","19.9","23.0",,,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-28","6.26",,"0.20","0.0","0.0","85","97","77","  170","  170","25.1","30.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-29","9.17",,"0.63","0.0","0.0","81","91","76","  270","  270","25.1","30.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-30","9.17",,"0.40","0.0","0.0","80","90","75","  270","  250","25.1","36.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-07-31","8.72",,"0.00","0.0","0.0","85","96","76","  210","  200","16.1","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-01","7.83",,"0.00","0.0","0.0","87","97","79","  170","  240","16.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-02","6.71",,"0.00","0.0","0.0","86","94","78","  110","  120","19.9","25.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-03","9.17",,"0.14","0.0","0.0","82","91","74","  300","  290","29.1","36.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-04","4.70",,"0.16","0.0","0.0","80","93","73","  240","  250","25.9","35.1",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-05","5.14",,"0.00","0.0","0.0","85","93","78","  150","  180","16.1","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-06","6.04",,"0.97","0.0","0.0","85","96","71","  300","  280","30.0","40.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-07","4.25",,"0.00","0.0","0.0","80","93","73","  150","  130","18.1","21.9",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-08","3.58",,"0.00","0.0","0.0","81","93","74","  290","  290","13.0","16.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-09","3.13",,"0.06","0.0","0.0","81","93","74","  240","  240","15.0","19.9",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-10","4.70",,"0.00","0.0","0.0","80","94","73","  210","  210","23.9","30.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-11","5.37",,"0.00","0.0","0.0","82","93","74","  150","  140","18.1","21.0",,,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-12","5.59",,"0.60","0.0","0.0","82","94","75","  260","  260","25.9","31.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-13","5.59",,"0.01","0.0","0.0","82","94","76","  210","  190","16.1","21.9",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-14","7.61",,"0.02","0.0","0.0","83","94","77","  260","  250","21.0","25.1",,,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-15","9.17",,"0.00","0.0","0.0","83","91","77","  190","  210","19.9","23.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-16","5.82",,"0.00","0.0","0.0","84","94","76","  330","  350","13.0","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-17","5.82",,"0.00","0.0","0.0","84","93","75","  150","   30","13.0","16.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-18","4.25",,"0.00","0.0","0.0","82","93","74","  340","  340","23.9","29.1",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-19","3.80",,"0.13","0.0","0.0","78","92","70","  130","  120","23.0","28.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-20","4.70",,"0.00","0.0","0.0","80","90","72","  110","  110","15.0","18.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-21","6.71",,"0.00","0.0","0.0","82","89","76","  230","  230","17.0","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-22","2.46",,"0.01","0.0","0.0","78","83","74","  140","  140","8.9","10.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-23","6.04",,"0.83","0.0","0.0","78","85","72","  180","  180","28.0","32.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-24","6.71",,"0.43","0.0","0.0","82","91","77","  120","  130","16.1","21.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-25","5.14",,"0.00","0.0","0.0","84","94","78","   30","   30","17.0","21.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-26","3.58",,"0.00","0.0","0.0","83","97","75","   50","  350","17.0","21.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-27","4.70",,"0.00","0.0","0.0","83","94","74","  150","  160","16.1","19.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-28","6.26",,"0.00","0.0","0.0","85","95","79","  230","  250","13.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-29","11.41",,"0.00","0.0","0.0","85","92","79","  240","  240","21.0","25.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-30","6.26",,"1.63","0.0","0.0","84","95","75","  210","   70","15.0","23.0","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-08-31","5.59",,"0.00","0.0","0.0","81","92","75","  180","  180","17.0","21.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-01","4.03",,"0.00","0.0","0.0","85","96","77","  170","  160","13.0","15.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-02","4.70",,"0.00","0.0","0.0","85","96","77","  170","  160","13.0","17.0",,,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-03","6.71",,"0.00","0.0","0.0","87","96","79","  260","  240","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-04","6.26",,"0.00","0.0","0.0","87","98","75","  270","  330","14.1","17.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-05","4.92",,"0.61","0.0","0.0","87","99","76","   40","   40","25.9","31.1","    1","    1","    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-06","8.05",,"0.04","0.0","0.0","79","88","73","   10","   30","14.1","17.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-07","6.93",,"1.87","0.0","0.0","78","89","73","   20","   20","25.9","31.1","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-08","8.50",,"0.00","0.0","0.0","78","87","72","   60","   30","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-09","7.61",,"0.28","0.0","0.0","78","86","74","   60","   70","15.0","19.0","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-10","5.82",,"0.02","0.0","0.0","82","90","77","  100","   20","12.1","18.1","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-11","6.71",,"0.31","0.0","0.0","81","89","77","   60","   50","16.1","19.9","    1","    1","    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-12","10.07",,"0.04","0.0","0.0","83","91","77","  120","  100","21.9","28.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-13","8.28",,"0.05","0.0","0.0","82","91","78","  100","  110","18.1","23.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-14","4.92",,"0.00","0.0","0.0","83","92","75","  100","  110","13.0","16.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-15","10.51",,"0.00","0.0","0.0","80","85","76","   60","   60","17.0","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-16","8.05",,"0.32","0.0","0.0","74","77","70","   40","   40","15.0","19.9","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-17","11.86",,"1.35","0.0","0.0","81","88","77","  210","  220","25.9","35.1","    1",,"    1","    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-18","8.50",,"0.00","0.0","0.0","77","78","73","  360","  360","16.1","19.0","    1",,,"    1"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-19","12.75",,"0.00","0.0","0.0","74","82","65","   40","   40","21.0","27.1",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-20","11.63",,"0.00","0.0","0.0","67","76","62","   20","   10","18.1","23.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-21","13.20",,"0.00","0.0","0.0","68","77","59","   20","   30","19.9","25.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-22","6.26",,"0.00","0.0","0.0","67","78","57","   40","   40","15.0","19.9",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-23","2.91",,"0.00","0.0","0.0","67","79","57","  150","  110","8.1","10.1","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-24","6.71",,"0.00","0.0","0.0","72","85","61","  100","  130","16.1","21.0",,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-25","8.72",,"0.63","0.0","0.0","81","90","74","  180","  180","18.1","21.9","    1",,"    1",
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-26","3.58",,"0.01","0.0","0.0","78","88","72","   30","   30","10.1","12.1","    1","    1",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-27","4.70",,"0.11","0.0","0.0","75","83","69","  150","  150","10.1","13.0","    1",,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","2020-09-28","4.25",,"0.46","0.0","0.0","76","87","71","  160","  160","15.0","18.1","    1",,"    1",
